Coordinates,Zip_codes
"50.12267463, 8.64559975",60487
"50.1106695, 8.6830385",60311
"50.10559365, 8.689459300000001",60594
"50.12040865, 8.693595533",60316
"50.10939418, 8.669560533",60329
"50.12719467, 8.6919177",60318
"50.15101768, 8.670091167",60433
"50.13364718, 8.671456967000001",60320
"50.108284000000005, 8.667986500000001",60329
"50.10645927, 8.665561333",60329
"50.10944403, 8.671723667",60329
"50.105723299999994, 8.6641915",60329
"50.10193923, 8.632522717",60326
"50.1103236, 8.687247",60311
"50.11141747, 8.659704717",60325
"50.10861338, 8.651492317",60327
"50.11404493, 8.679566933",60313
"50.10396023, 8.662299733",60329
"50.10757918, 8.665301667",60329
"50.10496927, 8.650107867000001",60326
"50.1171119, 8.661377499999999",60325
"50.11676793, 8.644411383",60486
"50.1106918, 8.665128999999999",60329
"50.1245976, 8.686529367",60318
"50.11323207, 8.66891685",60325
"50.10154447, 8.66471325",60327
"50.128536600000004, 8.7299933",60386
"50.10793937, 8.66318575",60329
"50.12491767, 8.6936647",60316
"50.10829265, 8.662551683",60329
"50.1120719, 8.7534356",63067
"50.107198499999996, 8.68260315",60594
"50.1281989, 8.6467838",60487
"50.13185823, 8.670898317",60320
"50.11129762, 8.65953635",60325
"50.11219262, 8.705280317",60314
"50.13186695, 8.672742699999999",60322
"50.12380132, 8.692300633",60316
"50.09976428, 8.635794",60326
"50.128350299999994, 8.6466056",60487
"50.14281025, 8.71619525",60389
"50.12818717, 8.688953517",60318
"50.1134529, 8.677874000000001",60313
"50.10870007, 8.650578783",60327
"50.0942118, 8.6072226",65933
"50.1118207, 8.7047208",60314
"50.10757573, 8.688541082999999",60311
"50.11079338, 8.66497515",60329
"50.10075912, 8.692281183",60599
"50.09745977, 8.646443217",60327
"50.1257985, 8.679684817",60322
"50.10509343, 8.676268199999999",60596
"50.107398700000005, 8.682621082999999",60594
"50.109974900000005, 8.686395",60311
"50.11392, 8.7190357",60314
"50.1114738, 8.7103728",60314
"50.126762400000004, 8.6314829",60487
"50.1116915, 8.684541000000001",60311
"50.11111372, 8.67590245",60311
"50.1141523, 8.662435400000001",60325
"50.11189687, 8.740863883",63067
"50.10419028, 8.635569317",60326
"50.11517987, 8.693583933",60313
"50.11754947, 8.729693",60314
"50.10937725, 8.68094190425",60311
"50.133349700000004, 8.696244933",60389
"50.1127941, 8.6723788",60311
"0.1044440667, 8.66688125",ERROR
"50.1144711, 8.6459587",60486
"50.0998316, 8.6590647",60327
"50.11482582, 8.685958483",60313
"50.10594268, 8.671885617000001",60329
"50.10130963, 8.6028701",65933
"50.1295674, 8.6239476",60488
"50.096039399999995, 8.53862785",65929
"50.1124773, 8.6822073",60311
"50.14250338, 8.716256300000001",60389
"50.1138552, 8.6792804",60313
"50.1120564, 8.706385699999998",60314
"50.123133, 8.6917264",60316
"50.11230333, 8.672235683",60311
"50.1140215, 8.7129737",60314
"50.1273674, 8.606788499999999",60489
"50.11628035, 8.668899867",60323
"50.08524417, 8.642360283",60528
"50.132074100000004, 8.6730448",60322
"50.11395708, 8.781701833",63075
"50.1158055, 8.6359925",60486
"50.10135572, 8.630866317",60326
"50.1062451, 8.6934405",60594
"50.12053742, 8.66138355",60323
"50.112888500000004, 8.6707894",60311
"50.11341395, 8.627670833",60486
"50.113778700000005, 8.678593232999999",60313
"50.12531883, 8.687336933",60318
"50.1123227, 8.705258",60314
"50.12088913, 8.670704732999999",60323
"50.115990000000004, 8.661548199999999",60325
"50.12470377, 8.63651655",60487
"50.03672223, 8.605741499999999",63263
"50.123283, 8.7019701",60385
"50.11774895, 8.63619665",60486
"50.10650097, 8.668914832999999",60329
"50.09871352, 8.687559",60598
"50.10375198, 8.645231183",60327
"50.10670712, 8.656367183",60327
"50.1071264, 8.6292064",60326
"50.13979758, 8.698204983",60389
"50.1277295, 8.709000267",60385
"50.14543938, 8.648969483",60431
"50.1041448, 8.646751233",60327
"50.104558600000004, 8.6756489",60596
"50.1147334, 8.645647199999999",60486
"50.11536085, 8.704829467",60316
"50.108962299999995, 8.6301603",60486
"50.11892103, 8.692748433",60316
"50.11083202, 8.685082983",60311
"50.1364093, 8.667548717",60320
"50.13024213, 8.6455719",60487
"50.114249, 8.681545800000002",60313
"50.1367386, 8.666343800000002",60320
"50.086935, 8.6478179",60528
"50.104014299999996, 8.6676973",60329
"50.11208888, 8.70640695",60314
"50.10350807, 8.672979617000001",60596
"50.10204548, 8.632430682999999",60326
"50.13013927, 8.622387300000002",60488
"50.10786577, 8.702525667",60314
"50.1303714, 8.645221099999999",60487
"50.11157437, 8.681674733",60311
"50.1134946, 8.6778146",60313
"50.10736612, 8.646727882999999",60327
"50.121075399999995, 8.680606917",60318
"50.12839938, 8.621873933",60487
"50.1170497, 8.647724",60486
"50.136739899999995, 8.6664624",60320
"50.1086446, 8.6900498",60594
"50.10090193, 8.658091383",60327
"50.11581407, 8.670071717",60306
"50.11180035, 8.712412017",60314
"50.10881129999999, 8.6501748",60327
"50.09490695, 8.60715435",65933
"50.11475197, 8.675000217000001",60313
"50.1245115, 8.6950663",60316
"50.013768799999994, 8.0605192",65347
"50.113550200000006, 8.697529133",60316
"50.103747999999996, 8.617941383",60326
"50.09013897, 8.630747633",60327
"50.1164164, 8.684685683",60313
"50.1175571, 8.6315581",60486
"50.11340443, 8.667346483",60325
"50.10730262, 8.68609865",60594
"50.1031628, 8.6796603",60594
"50.11166970000001, 8.708346417000001",60314
"50.096557515, 8.6636886335",60528
"50.1046134, 8.6953322",60594
"50.1285953, 8.689041767",60318
"50.13189747, 8.673124583",60322
"50.10061427, 8.6414264",60326
"50.11683693, 8.656513183",60325
"50.1000508, 8.685811067000001",60594
"50.10361795, 8.679274117",60594
"49.995381, 8.4117463",65428
"50.14379438, 8.760183867",60388
"50.12439313, 8.681805717",60318
"50.10179368, 8.6579975",60327
"50.11297382, 8.668421033",60329
"50.12484705, 8.691820767000001",60316
"50.13133, 8.7061624",60389
"50.12104173, 8.661423883",60323
"50.10386173, 8.646848167",60326
"50.114864000000004, 8.6914311",60313
"50.11482103, 8.686021499999999",60313
"50.1174646, 8.6282987",60486
"50.13196297, 8.673064067",60322
"50.109355799999996, 8.665273667000001",60329
"50.10886025, 8.672050282999999",60329
"50.10789929999999, 8.6818189",60311
"50.09933245, 8.680348933",60596
"50.13794832, 8.670865532999999",60320
"50.10466665, 8.699625317",60594
"50.1092115, 8.6612091",60329
"50.11431585, 8.64446175",60486
"50.10946108, 8.66915595",60329
"50.12738395, 8.677385117",60322
"50.11971588, 8.658614367",60323
"50.1277092, 8.6665585",60323
"50.1045169, 8.6721953",60596
"50.1117901, 8.657245",60325
"50.1188926, 8.6552608",60325
"50.1141974, 8.686469699999998",60313
"50.1170359, 8.6475677",60486
"50.1133622825, 8.69162864175",60313
"50.1110119, 8.664121000000002",60325
"50.1029155, 8.551816282999999",65929
"50.11087277, 8.675120233",60311
"50.1041071, 8.6952965",60594
"50.1094404, 8.675490400000001",60311
"50.11678002, 8.679195217",60313
"50.09126435, 8.6795995",60598
"50.10486229999999, 8.675533300000001",60596
"50.1067908, 8.668436999999999",60329
"50.1116996, 8.666415517",60329
"50.09508475, 8.6961925",60599
"50.12255418, 8.64625475",60487
"50.12919355, 8.64301365",60487
"50.10821983, 8.667001883",60329
"50.10069007, 8.68132",60596
"49.985660700000004, 8.4246435",65428
"50.1231684, 8.6879334",60318
"50.1115021, 8.659927517",60325
"50.10175737, 8.630188",60326
"50.1033289, 8.6447133",60326
"50.11361518, 8.618669233",60486
"50.1158111, 8.664949499999999",60325
"50.110124400000004, 8.687672982999999",60311
"50.1117896, 8.663701099999999",60325
"50.13210723, 8.682857983",60322
"50.12735437, 8.703328033",60389
"50.1049261, 8.6694828",60329
"50.1081781, 8.6895254",60594
"50.1071534, 8.6678672",60329
"50.11269255, 8.718386800000001",60314
"50.11551348, 8.685909217",60313
"50.11408278, 8.68159615",60313
"50.0871467, 8.648729383",60528
"50.1120404, 8.676719199999999",60311
"50.12090888, 8.67422525",60322
"50.1084284, 8.652282000000001",60327
"50.1170284425, 8.65241047925",60325
"50.11171657, 8.674234867000001",60311
"50.09636932, 8.54298755",65929
"50.11577923, 8.665386917000001",60325
"49.98390379999999, 8.4239969",65428
"50.10472613, 8.667957199999998",60329
"50.15099835, 8.6701703",60433
"50.1088536, 8.6515767",60327
"50.114214399999994, 8.681163900000001",60313
"50.1189405, 8.645211667",60486
"50.11813088, 8.679737532999999",60318
"50.1299358, 8.695734800000002",60389
"50.113937299999996, 8.6715493",60311
"50.1048722, 8.672039199999999",60596
"50.10793122, 8.66547215",60329
"50.1144768, 8.686405300000002",60313
"50.13522298, 8.683611382999999",60320
"50.1460514, 8.6584331",60431
"50.1145391, 8.6750075",60313
"50.11479323, 8.650663083",60486
"50.1017352, 8.5544941",65929
"50.11427723, 8.669686183",60325
"50.11798652, 8.6266011",60486
"50.11712315, 8.693787817",60316
"50.10883022, 8.65022745",60327
"51.48697070000001, -3.1822305",CF
"50.11400827, 8.676866683",60313
"50.10842435, 8.651794533",60327
"50.11234422, 8.6662905",60325
"50.1080081, 8.6899672",60594
"50.1229086, 8.644756",60487
"50.09634732, 8.545944183",65929
"50.10790885, 8.702327767",60314
"50.14316710000001, 8.6836119",60435
"50.1074852, 8.7027252",60314
"50.1136515, 8.6805635",60313
"50.1138816, 8.680020133",60313
"50.11926697, 8.666145983",60323
"50.1124815, 8.6693104",60329
"50.10930552, 8.666755933",60329
"50.1020747, 8.54825095",65929
"50.14305633, 8.683438033",60435
"50.1033586, 8.644728033",60326
"50.11630367, 8.659488083",60325
"50.11394587, 8.71380325",60314
"50.1117005, 8.6778835",60311
"50.10874868, 8.700510633",60314
"50.107166799999995, 8.682370800000001",60594
"50.1101459, 8.645128199999998",60486
"50.110257700000005, 8.6514953",60327
"50.12617785, 8.678795617",60322
"50.114576899999996, 8.6836949",60313
"50.08662175, 8.642299332999999",60528
"50.099056299999994, 8.63417825",60326
"50.10816462, 8.6724238",60329
"50.1126345, 8.653018800000002",60308
"50.14825453, 8.691795633",60435
"50.11493507, 8.635559133",60486
"50.111572100000004, 8.7121871",60314
"50.11854393, 8.6731238",60322
"50.11677585, 8.678881683",60313
"50.1051737, 8.70681",60594
"50.13261342, 8.766768633",60386
"50.1131776, 8.681195633",60311
"50.08349212, 8.644459900000001",60528
"50.123776899999996, 8.6711534",60322
"50.1122906, 8.668215417",60329
"50.10802437, 8.65503895",60327
"50.1199554, 8.653379800000002",60325
"50.11545039999999, 8.676826199999999",60313
"50.10833977, 8.674885217",60311
"50.1019089, 8.6325865",60326
"50.11355213, 8.693244033",60311
"50.1201638, 8.69315575",60316
"50.110743, 8.6751756",60311
"50.1212377, 8.6801808",60318
"50.12392637, 8.68153795",60318
"50.1565931, 8.6569979",60431
"50.1156023, 8.6722914",60322
"50.1004912, 8.6564084",60327
"50.1294064, 8.66556935",60323
"50.15640218, 8.64863855",60439
"50.11830603, 8.619520467000001",60486
"50.1066555, 8.6685625",60329
"50.140105600000005, 8.634990783",60431
"50.1088481, 8.7060589",60314
"50.10700597, 8.665641099999998",60329
"50.1254035, 8.6875731",60318
"50.14318787, 8.683608900000001",60435
"50.117555700000004, 8.7107804",60385
"50.1062021, 8.6556822",60327
"50.0846911, 8.6297244",60528
"50.150944200000005, 8.670248217000001",60433
"50.1137838, 8.6765653",60313
"50.101741100000005, 8.554476199999998",65929
"50.1060368, 8.67196795",60329
"50.1244995, 8.6817215",60318
"50.109950299999994, 8.6874816",60311
"50.09886343, 8.687409617",60598
"50.11384442, 8.6718722",60311
"50.10986543, 8.674708082999999",60311
"50.1199153, 8.6798255",60318
"50.10731408, 8.687634283",60311
"50.11967203, 8.670651167",60323
"50.10974997, 8.661492832999999",60329
"50.10834293, 8.731591900000002",63067
"50.81273683, 8.78027825",35039
"50.1228287, 8.646229683",60487
"50.10832212, 8.731638117000001",63067
"50.107780700000006, 8.7027453",60314
"50.1097362, 8.67282305",60329
"50.0990617, 8.66049995",60596
"50.08616155, 8.581903617",60529
"50.13152362, 8.618471000000001",60489
"50.0947026, 8.653725900000001",60528
"50.121630700000004, 8.6984948",60316
"50.13025698, 8.6279365",60488
"50.107257399999995, 8.6839954",60594
"50.1049796, 8.6888561",60594
"50.11824088, 8.636064982999999",60486
"50.10929828, 8.667209032999999",60329
"50.13978945, 8.699050683",60389
"50.11402347, 8.681532283",60313
"50.0977544, 8.645533",60327
"50.11530877, 8.688256033",60313
"50.1148118, 8.6735748",60313
"50.1115476, 8.679501400000001",60311
"50.1146847, 8.6857712",60313
"50.08379513, 8.650384183",60528
"50.11435565, 8.719323232999999",60314
"50.144954, 8.7066079",60389
"50.1026576, 8.6183222",60326
"50.11160523, 8.66668425",60329
"50.12937103, 8.694002133",60389
"50.1106573, 8.6751655",60311
"50.12205868, 8.691159133",60316
"50.11345757, 8.686479533",60311
"50.10493533, 8.663419767",60329
"50.11880007, 8.646299800000001",60486
"50.10200867, 8.632251783",60326
"50.11426077, 8.681441633",60313
"50.12474577, 8.627368517",60487
"50.15459439999999, 8.6296631",60439
"50.10757195, 8.66525645",60329
"49.98366487, 8.42408285",65428
"50.10506618, 8.675633833",60596
"50.09069229999999, 8.676610967",60598
"50.12118138, 8.671043117",60322
"50.11793778, 8.636086333",60486
"50.1110064, 8.6572133",60325
"50.122559100000004, 8.6303045",60487
"50.1172833, 8.63165645",60486
"50.11673932, 8.696044033",60316
"50.11625517, 8.667349833",60325
"50.11821473, 8.6665048",60323
"50.119366, 8.6643009",60323
"50.1194444, 8.702791067",60316
"50.10902355, 8.68361715",60311
"50.1143904, 8.68806695",60313
"50.11954288, 8.636031133",60486
"50.11116557, 8.6650795",60329
"50.12572258, 8.639660367000001",60487
"50.1033497, 8.6449088",60327
"50.11454985, 8.688099133",60313
"50.11031453, 8.6355849",60486
"50.11278745, 8.68155765",60311
"50.10730115, 8.657708900000001",60329
"50.112053100000004, 8.706313900000001",60314
"50.1016907, 8.664327",60329
"50.11239208, 8.672126783",60311
"50.10870738, 8.6519849",60327
"50.12739903, 8.709463167000001",60385
"50.1222447, 8.6967794",60316
"50.11466527, 8.68810975",60313
"50.13216057, 8.716914867",60385
"50.107685, 8.6792135",60596
"50.12388447, 8.68114255",60322
"49.9771735, 8.4317163",65428
"50.11578142, 8.670149167",60306
"50.1260225, 8.6824441",60318
"1197187.9170000001, 8.6922399",ERROR
"50.09070827, 8.676772099999999",60598
"50.1075848, 8.665210132999999",60329
"50.104944399999994, 8.642733900000001",60326
"50.11895925, 8.645441283",60486
"50.11815735, 8.6633444",60325
"50.12722537, 8.613770233",60489
"50.09945563, 8.666476867",60596
"50.10647245, 8.656073767",60327
"50.10155448, 8.657951217",60327
"50.09545803, 8.69103905",60598
"50.10477468, 8.663594733",60329
"50.1138745, 8.679020800000002",60313
"50.12400313, 8.680136067000001",60322
"50.1290274, 8.665147483",60323
"50.11912095, 8.665523917",60323
"50.10377913, 8.6733674",60596
"50.1113125325, 8.6981317",60314
"50.1129356075, 8.701919699999998",60314
"50.11117410000001, 8.636930300000001",60486
"50.10799617, 8.663087933",60329
"50.11292447, 8.61797745",60486
"50.106683200000006, 8.6492572",60327
"50.11714885, 8.6321599",60486
"50.1074458, 8.6815811",60594
"50.14273172, 8.71590085",60389
"50.12467037, 8.675111883",60322
"50.11428433, 8.680271517000001",60313
"50.11616758, 8.691815017",60313
"50.1245033, 8.6863124",60318
"50.10955938, 8.67318985",60329
"50.11438343, 8.679275467",60313
"50.1101393, 8.681986",60311
"50.09621633, 8.683414033",60598
"50.1319879, 8.691584433",60318
"50.11071397, 8.6832124",60311
"50.10450473, 8.675910567",60596
"50.12474453, 8.704725983",60385
"50.1139532, 8.67374535",60313
"50.11366265, 8.686730567",60311
"50.11193758, 8.70525095",60314
"50.10958638, 8.669635417",60329
"50.12300472, 8.686342433",60318
"50.12217053, 8.668000733",60322
"50.10836393, 8.664389067",60329
"50.111498600000004, 8.7109925",60314
"50.1099874, 8.6637102",60329
"50.128099, 8.672777499999999",60322
"50.1068278, 8.694717800000001",60594
"50.11445507, 8.674235483",60313
"50.10878765, 8.663429567",60329
"50.1002395, 8.6913888",60598
"50.1138261, 8.679170800000001",60313
"50.11931453, 8.699271133",60316
"50.10940768, 8.672329983",60329
"50.1407568, 8.669489500000001",60320
"50.11740712, 8.670523567",60322
"50.1137615, 8.6719864",60311
"50.1223703, 8.68104865",60318
"50.1106544, 8.675232000000001",60311
"50.1077426, 8.669351800000001",60329
"50.10766470000001, 8.679679199999999",60596
"50.10765373, 8.66558935",60329
"50.12146907, 8.648302817000001",60487
"50.14654342, 8.681170467000001",60435
"50.1118878, 8.654819900000001",60325
"50.1546211, 8.629727699999998",60439
"50.10868842, 8.651983067",60327
"50.1254281, 8.6859814",60318
"50.1465353, 8.619162800000002",60488
"50.121606799999995, 8.647836367",60487
"50.1034616, 8.6449061",60327
"50.108379600000006, 8.6522579",60327
"50.09779977, 8.551028867000001",60529
"50.11941420000001, 8.6990234",60316
"50.109809000000006, 8.6750348",60311
"50.112431, 8.677785",60311
"50.125229, 8.673046699999999",60322
"50.11685542, 8.674914517000001",60313
"50.10919375, 8.662935517000001",60329
"50.111082200000006, 8.6570569",60325
"50.12969778, 8.6943505",60389
"50.1288992, 8.689057333",60318
"50.09137532, 8.688579933",60598
"50.1161195, 8.6608799",60325
"50.11412028, 8.65705705",60325
"50.10345223, 8.679614667000001",60594
"50.1147925, 8.688502883",60313
"50.10951595, 8.678216567",60311
"50.12888373, 8.688974833",60318
"50.1113908, 8.6795025",60311
"50.11575923, 8.697467867",60316
"50.0981481, 8.648751400000002",60327
"50.1159096, 8.6629572",60325
"50.105855299999995, 8.688416",60594
"50.10574113, 8.68733065",60594
"50.12988257, 8.713907232999999",60385
"50.11205483, 8.6668835",60329
"49.985206899999994, 8.4088131",65428
"50.100032399999996, 8.6622396",60596
"50.13992908, 8.69910595",60389
"50.10744802, 8.677424383",60596
"50.103344799999995, 8.672752599999999",60329
"50.10845020000001, 8.681641800000001",60311
"50.13614297, 8.684328433",60320
"50.12368855, 8.63592105",60486
"50.1018032, 8.542373833",65929
"50.1143104, 8.7025952",60316
"50.11899988, 8.659453917",60323
"49.991072100000004, 8.4125153",65428
"50.11733843, 8.630203283",60486
"50.10274055, 8.690791883",60594
"50.14317673, 8.68357135",60435
"50.10994582, 8.673726199999999",60311
"50.1104602, 8.6538886",60327
"50.12093898, 8.666247367",60323
"50.097742700000005, 8.6455641",60327
"50.0993106, 8.694011099999999",60599
"50.09616555, 8.66646115",60596
"50.13175782, 8.697327517",60389
"50.10716133, 8.66527625",60329
"50.128585, 8.654324330722481",60487
"50.12141228, 8.68007215",60322
"50.10074912, 8.6562302",60327
"50.1138701, 8.676684",60313
"50.079213200000005, 8.6476382",60528
"50.10257472, 8.680306217",60594
"50.09695518, 8.653494217",60327
"50.10356005, 8.618309017",60326
"50.110159100000004, 8.687335800000001",60311
"50.12320558, 8.701965883",60385
"50.10416, 8.6371438",60326
"50.11731617, 8.629851367",60486
"50.10017622, 8.603544",65933
"50.087042499999995, 8.649029333",60528
"50.11399792, 8.673734567",60313
"50.11153768, 8.710582483",60314
"50.1363055, 8.6648429",60320
"50.1145449, 8.682795",60313
"50.1160871, 8.6754207",60313
"50.11769003, 8.636222067",60486
"50.10965718, 8.67484565",60311
"50.11646203, 8.681788082999999",60313
"50.11392627, 8.673696332999999",60313
"50.1087511, 8.655779333",60327
"50.100398799999994, 8.550367699999999",65929
"50.11228495, 8.676326217",60311
"50.1118456, 8.6611776",60325
"49.99099428, 8.412184782999999",65428
"50.09675507, 8.54657855",65929
"50.09877127, 8.68757465",60598
"50.10055853, 8.68196245",60594
"50.10758728, 8.665271582999999",60329
"50.10231873, 8.69710055",60599
"49.99112718, 8.412189482999999",65428
"50.1114828, 8.710271800000001",60314
"56.10169573, 8.690887033",6920
"50.128508000000004, 8.6911156",60318
"50.112109100000005, 8.6196231",60486
"50.12449923, 8.6862883",60318
"50.10843242, 8.64477025",60327
"50.1158945, 8.7264851",60314
"50.105827000000005, 8.670077800000001",60329
"50.10440473, 8.699667083",60594
"50.10355823, 8.690130417",60594
"50.10867587, 8.668791933",60329
"50.11965718, 8.668863317000001",60323
"50.11405, 8.687749900000002",60313
"50.1247104, 8.6978018",60316
"50.1044759, 8.6179136",60326
"50.1098494, 8.741832917",63067
"50.1222273, 8.76701575",60386
"50.10415917, 8.661183133",60327
"50.11694938, 8.6354395",60486
"50.0917972, 8.6313367",60327
"50.115761, 8.7264924",60314
"50.1148211, 8.6927541",60313
"50.11362387, 8.676769033",60313
"50.10057748, 8.636715983",60326
"50.100335, 8.6855375",60594
"50.1123511, 8.6842478",60311
"50.128391, 8.646545300000001",60487
"50.118411, 8.7019505",60316
"50.1077615, 8.669364999999999",60329
"50.109331299999994, 8.685693800000001",60311
"50.12304658, 8.643569417",60487
"50.1027158, 8.6906779",60594
"50.1145303, 8.6749815",60313
"50.11013345, 8.68218125",60311
"50.10056363, 8.681435582999999",60594
"50.11889282, 8.645331633",60486
"50.11321577, 8.66885075",60325
"50.11946303, 8.693891867",60316
"50.10730675, 8.687601067000001",60311
"50.09073738, 8.67715665",60598
"50.1101451, 8.6851683",60311
"50.12554423, 8.674720383",60322
"50.11375, 8.6791816",60313
"50.12090242, 8.6704936",60323
"50.10665162, 8.67374665",60311
"50.1028127, 8.679987400000002",60594
"50.095841, 8.6806772",60596
"50.11664193, 8.702229283",60316
"50.143248799999995, 8.68345705",60435
"50.13018473, 8.692321567",60318
"50.13018095, 8.69256415",60318
"50.10929315, 8.669304667",60329
"50.11427957, 8.689082417",60313
"50.11483870000001, 8.688972999999999",60313
"50.1070928, 8.6648099",60329
"50.1076948, 8.6812766",60596
"50.12639508, 8.68627725",60318
"50.1216804, 8.6703901",60323
"50.1638632, 8.6548436",60433
"50.10190528, 8.6293901",60326
"50.1202894, 8.6822073",60318
"50.11668555, 8.727346699999998",60314
"50.10690173, 8.668227233",60329
"50.14012313, 8.669660367",60320
"50.10527222, 8.650079267",60326
"50.10492895, 8.64227555",60326
"50.12330765, 8.664424083",60323
"50.11592343, 8.646598567",60486
"50.12623688, 8.690332383",60318
"50.11015132, 8.687529800000002",60311
"50.099687599999996, 8.7361831",60599
"50.101221, 8.6683811",60596
"50.1186185, 8.6362466",60486
"50.107803499999996, 8.6659577",60329
"50.1148424, 8.686342300000002",60313
"50.115747799999994, 8.684941732999999",60313
"50.118164799999995, 8.679897033",60318
"50.13756742, 8.647634033",60431
"50.1276257, 8.685069683",60318
"50.09199495, 8.679934183",60598
"50.10866138, 8.731366182999999",63067
"50.10541712, 8.717232567",60599
"50.12892403, 8.69070775",60318
"50.09924627, 8.652988317",60327
"50.105987799999994, 8.6998712",60594
"50.11596738, 8.6737288",60313
"50.11408933, 8.67191235",60313
"50.11260767, 8.653341082999999",60308
"50.1090146, 8.6905664",60594
"50.0997728, 8.591758432999999",65933
"50.1062833, 8.665276867000001",60329
"50.10306677, 8.672575017",60596
"50.101713000000004, 8.5544545",65929
"50.10566972, 8.671766617000001",60329
"50.1386151, 8.6606778",60431
"50.1316659, 8.668619383",60323
"50.11505578, 8.678304917",60313
"50.11648889999999, 8.673525",60313
"50.1109016, 8.667568117",60329
"50.12751898, 8.640269900000002",60487
"50.1333415, 8.6717723",60320
"50.12922177, 8.702282983",60389
"50.140625799999995, 8.6694885",60320
"50.11462045, 8.675100033",60313
"50.1035356, 8.6793716",60594
"50.1070375, 8.664959699999999",60329
"50.108800200000005, 8.7650115",63065
"50.10945335, 8.689902167",60311
"50.1073362, 8.6883246",60594
"50.10873317, 8.668533683",60329
"50.12814582, 8.69204105",60318
"50.1073662, 8.68843",60594
"50.10553368, 8.669481682999999",60329
"50.1053019, 8.66324855",60329
"50.11228658, 8.676928167",60311
"50.10329338, 8.55191805",65929
"50.12717973, 8.684976567",60318
"50.08557815, 8.648113183",60528
"50.12824153, 8.668508717",60323
"50.10918635, 8.66041595",60329
"50.10414243, 8.692055317000001",60594
"50.1031945, 8.663713017000001",60329
"50.11436647, 8.676392632999999",60313
"50.1079256, 8.678158300000002",60596
"50.12463767, 8.686484533",60318
"50.105987899999995, 8.693895017000001",60594
"50.12946252, 8.665540567",60323
"50.12378483, 8.70273815",60385
"50.11838008, 8.661778983",60325
"50.12360453, 8.643088333",60487
"50.1273689, 8.692105",60316
"50.13205267, 8.691917533",60318
"50.13052285, 8.62774115",60488
"50.10799179999999, 8.666692300000001",60329
"50.13997448, 8.683043533",60320
"50.11433425, 8.688007217000001",60313
"50.10935343, 8.683915267",60311
"50.11109168, 8.71182445",60314
"50.11813022, 8.679415717000001",60322
"50.12464235, 8.649956633",60487
"50.13359535, 8.673718167",60320
"50.111847499999996, 8.666644699999999",60329
"50.090760100000004, 8.6767529",60598
"50.08526817, 8.64699615",60528
"50.11045242, 8.662850167",60325
"50.1089903, 8.663603199999999",60329
"50.1072131, 8.667836",60329
"50.11248325, 8.68208735",60311
"50.107250799999996, 8.6852979",60594
"50.107642999999996, 8.702677900000001",60314
"50.10485482, 8.644499267",60327
"50.12895933, 8.691570083",60318
"50.12050458, 8.67057905",60323
"50.12388372, 8.69248825",60316
"50.09739408, 8.664756783",60596
"50.11416743, 8.644146633",60486
"50.11659323, 8.682110467000001",60313
"50.10126038, 8.631697982999999",60326
"50.11440203, 8.679465282999999",60313
"50.12293883, 8.706323583",60385
"50.12597002, 8.638649467",60487
"50.10590245, 8.664450983",60329
"50.12594067, 8.685964517",60318
"50.125808899999996, 8.6804024",60322
"50.11474232, 8.636809317",60486
"50.108917600000005, 8.6497543",60327
"50.13318683, 8.684424533",60320
"50.1310117, 8.627805",60488
"50.10931878, 8.537233282999999",65929
"50.10985912, 8.65611155",60327
"50.09614162, 8.624094717",60326
"50.10153867, 8.68088",60594
"50.122415999999994, 8.688466900000002",60318
"50.12931723, 8.691279317000001",60318
"50.1036254, 8.6735837",60596
"50.11455775, 8.686351817",60313
"50.1034197, 8.6449569",60327
"50.12513773, 8.686137800000001",60318
"50.11458967, 8.678075133",60313
"50.11651905, 8.680364867",60313
"50.1000333, 8.596014333",65933
"50.12471627, 8.674826833",60322
"50.1232631, 8.6919935",60316
"50.121198299999996, 8.6972573",60316
"50.1447623, 8.706151633",60389
"50.1258469, 8.6802975",60322
"50.1194755, 8.684765667",60318
"50.123767, 8.671587599999999",60322
"50.09961342, 8.653241633",60327
"50.12851618, 8.646563533",60487
"50.1309154, 8.6277112",60488
"50.11072922, 8.66337285",60325
"50.110538399999996, 8.6749379",60311
"50.1117805, 8.679521099999999",60311
"50.1073119, 8.688311099999998",60594
"50.11707112, 8.638881233",60486
"50.09608002, 8.690403332999999",60598
"50.1167971, 8.652401300000001",60325
"50.11836108, 8.648915267000001",60486
"50.11416827, 8.676364983",60313
"50.12125820000001, 8.680358300000002",60318
"50.11837058, 8.672711667",60322
"50.1302023, 8.645533",60487
"50.10606368, 8.687561500000001",60594
"50.10966658, 8.65556185",60327
"50.0965251, 8.6599247",60596
"50.11475062, 8.685806717",60313
"50.11375415, 8.6794709",60313
"50.1255338, 8.7071647",60385
"50.1066592, 8.6790442",60596
"50.12526947, 8.718087817",60385
"50.12289848, 8.675893833",60322
"50.13194492, 8.67295735",60322
"50.11349702, 8.677927917",60313
"50.12886348, 8.621293583",60489
"50.10975385, 8.65594815",60327
"50.1083335, 8.675332832999999",60311
"50.13219829999999, 8.7033815",60389
"50.1185885, 8.660695",60325
"50.1217161, 8.6661602",60323
"50.09919827, 8.633871633",60326
"50.1136686, 8.679615567",60313
"50.1237979, 8.6707882",60322
"50.10786693, 8.66569325",60329
"50.1081472, 8.6708421",60329
"49.983767, 8.424069933",65428
"50.1140974, 8.6774627",60313
"50.09657942, 8.672603132999999",60596
