Coordinates,Zip_codes
"50.12310688, 8.68778515",60318
"50.11330982, 8.650843400000001",60486
"50.11451215, 8.686038400000001",60313
"50.11296577, 8.71823305",60314
"50.108313700000004, 8.650828599999999",60327
"50.1084276, 8.6818004",60311
"50.15643152, 8.648489083",60439
"50.1126229, 8.7187709",60314
"50.1142061, 8.7188491",60314
"50.1098967, 8.661938933",60329
"50.1157519, 8.664914632999999",60325
"50.1032638, 8.6889739",60594
"50.09982677, 8.639822133",60326
"50.11171432, 8.681297733",60311
"50.11360027, 8.643446899999999",60486
"50.12869468, 8.698878983",60389
"50.11287447, 8.69940255",60314
"50.12236487, 8.688566433",60318
"50.1099013, 8.6781772",60311
"50.11438412, 8.681286133",60313
"50.13183663, 8.668740883",60320
"50.12680438, 8.660619917",60323
"50.107740500000006, 8.665786500000001",60329
"50.10546, 8.6720871",60329
"50.09785055, 8.664853217000001",60596
"50.12122765, 8.671708283",60322
"50.1317934, 8.6732471",60322
"50.11901029999999, 8.6996943",60316
"50.1095747, 8.6941204",60314
"50.11643533, 8.672892733",60322
"50.10864722, 8.69387005",60594
"50.12807075, 8.641257567",60487
"50.09885437, 8.6009002",65933
"50.1041388, 8.645892932999999",60327
"50.13106155, 8.709353083",60389
"50.10294942, 8.68004415",60594
"50.1352227, 8.682880167",60320
"50.1083851, 8.681789199999999",60311
"50.1219466, 8.696487800000002",60316
"50.10097868, 8.68730635",60594
"50.11459535, 8.6850716",60313
"50.10424329999999, 8.6373481",60326
"50.145785499999995, 8.7063469",60389
"50.11530765, 8.690005917",60313
"50.10883885, 8.69282895",60594
"50.11414232, 8.67647615",60313
"50.1037697, 8.634325099999998",60326
"50.105115000000005, 8.687435817",60594
"50.1209015, 8.696942199999999",60316
"50.12881395, 8.689055083",60318
"50.11461985, 8.6572859",60325
"50.11190567, 8.66783945",60329
"50.1199593, 8.641269699999999",60486
"50.10763795, 8.66410245",60329
"50.13906587, 8.718576217",60389
"50.115567, 8.6797016",60313
"50.12087223, 8.6633134",60323
"50.10968293, 8.674469367",60311
"50.01342995, 8.595923283",63263
"50.103957, 8.5459903",65929
"50.13147193, 8.670563283",60323
"50.13571355, 8.667799882999999",60320
"50.11508738, 8.687894567",60313
"50.10729498, 8.667647817",60329
"50.13011247, 8.6724757",60322
"50.1172098, 8.666743717000001",60323
"50.1220567, 8.699276382999999",60316
"50.11884167, 8.6926493",60316
"50.12883742, 8.6932761",60389
"50.1016948, 8.6644617",60329
"50.1129489, 8.6521411",60325
"50.1018, 8.674195300000001",60596
"50.1002439, 8.686011133",60594
"50.1142068, 8.680903599999999",60313
"50.11299927, 8.682259933",60311
"50.09319175, 8.531422133",65929
"50.11606210000001, 8.674918",60313
"50.11287672, 8.688174183",60311
"50.10188170000001, 8.5296676",65929
"50.12528897, 8.686062667",60318
"50.09141598, 8.688525267000001",60598
"50.1020746, 8.680352417",60594
"50.1283385, 8.665183017",60323
"50.12786062, 8.66543115",60323
"50.11423427, 8.673619383",60313
"50.1204566, 8.679884",60318
"50.1144315, 8.6825647",60313
"50.10751745, 8.665297333",60329
"50.087087, 8.6421315",60528
"50.1107064, 8.636660183",60486
"50.107364600000004, 8.6884656",60594
"50.14930813, 8.68089615",60435
"50.11940925, 8.6436175",60486
"50.121978399999996, 8.661169500000002",60323
"50.1111647, 8.661611917",60325
"50.10090217, 8.658116167000001",60327
"50.11408077, 8.671566917",60311
"50.1056343, 8.6751565",60596
"50.11904447, 8.699477917000001",60316
"50.11367988, 8.679672067",60313
"50.12290735, 8.64916265",60487
"50.10246965, 8.6735035",60596
"50.12639215, 8.6857833",60318
"50.09691683, 8.546233433",65929
"50.11585197, 8.66483485",60325
"50.10913245, 8.645247917",60327
"50.13006333, 8.693103467",60318
"50.11035918, 8.689293682999999",60311
"50.12181637, 8.680431467",60318
"50.115305799999994, 8.6850165",60313
"50.1073778, 8.6681148",60329
"50.10285505, 8.680034217000001",60594
"50.10870367, 8.702663933",60314
"50.11303137, 8.702277333",60314
"50.11680697, 8.656355383",60325
"50.1004645, 8.685823",60594
"50.10595212, 8.67199245",60329
"50.10869242, 8.693559417000001",60594
"50.12896447, 8.69246335",60318
"50.12314132, 8.643963717",60487
"50.1144789, 8.6863595",60313
"50.11936370000001, 8.6448887",60486
"50.153141999999995, 8.686042800000001",60435
"50.11813982, 8.67944965",60322
"50.12514543, 8.672807367",60322
"50.128397799999995, 8.6465",60487
"50.1287345, 8.6661352",60323
"50.105563000000004, 8.6950266",60594
"50.126193, 8.683602833",60318
"50.1258405, 8.6822661",60318
"50.05416988, 8.519268282999999",65451
"50.082326200000004, 8.624532882999999",60528
"50.10989572, 8.67547475",60311
"50.1234076, 8.691636599999999",60318
"50.11679942, 8.679224067",60313
"50.11467915625, 8.67422235625",60313
"50.113884999999996, 8.679276300000001",60313
"50.11184872, 8.740848800000002",63067
"50.10186368, 8.680311167000001",60594
"50.13031112, 8.645562267",60487
"50.1114191, 8.684673",60311
"50.08601217, 8.649186767",60528
"50.1238006, 8.6811837",60322
"50.10332137, 8.645024017",60327
"50.11615578, 8.633398482999999",60486
"50.12418993, 8.691860867",60316
"50.11447708, 8.67504505",60313
"50.119748799999996, 8.653872400000001",60325
"50.11432, 8.681714999999999",60313
"50.10349755, 8.64450595",60326
"50.10953332, 8.687544883",60311
"50.106686200000006, 8.6777549",60596
"50.12043275, 8.705231367",60385
"50.1305604, 8.6281043",60488
"50.12049618, 8.68778575",60318
"50.108693200000005, 8.6901631",60594
"50.11042033, 8.67827065",60311
"50.1134677, 8.6779214",60313
"50.10731058, 8.740585233",63067
"50.105017600000004, 8.696465967",60594
"50.120098299999995, 8.674561",60322
"50.10732312, 8.687576117",60311
"50.1193138, 8.693344999999999",60316
"50.13035722, 8.69225415",60318
"50.12286855, 8.68646964575",60318
"50.11424065, 8.676621832999999",60313
"50.1048961, 8.671116699999999",60329
"50.11697705, 8.680340283",60313
"50.11230733, 8.70553535",60314
"50.101710600000004, 8.55445",65929
"50.11402577, 8.673640267",60313
"50.111526299999994, 8.7115518",60314
"50.111447600000005, 8.6778279",60311
"50.120841600000006, 8.696880499999999",60316
"50.106673, 8.6948075",60594
"50.1076425, 8.6657502",60329
"50.09068815, 8.676680183",60598
"50.12209862, 8.699207183",60316
"50.10709912, 8.686031182999999",60594
"50.1061969, 8.6935101",60594
"50.1072255, 8.684336983",60594
"50.11891675, 8.697258883",60316
"50.10214845, 8.636890217000001",60326
"50.11839442, 8.662188933",60325
"50.152049100000006, 8.6281329",60439
"50.10223762, 8.636095433",60326
"50.1139136, 8.6797107",60313
"50.12942488, 8.691681117",60318
"50.12275167, 8.649899683",60487
"50.12114412, 8.671277533",60322
"50.1217832, 8.6692734",60323
"50.1033734, 8.6724735",60596
"50.13220948, 8.691791267000001",60318
"50.10427745, 8.687213883",60594
"50.114898700000005, 8.6913908",60313
"50.12898398, 8.642841383",60487
"50.077986100000004, 8.654004183",60528
"50.11359037, 8.624983717000001",60486
"50.10588907, 8.707067717000001",60594
"50.10843897, 8.66815435",60329
"50.1110515, 8.663644517",60325
"50.109342600000005, 8.724843567",60314
"50.12064332, 8.692430733",60316
"50.1124627, 8.6877878",60311
"50.13231578, 8.678597317000001",60322
"50.10690770000001, 8.6947603",60594
"50.1017206, 8.5544784",65929
"50.14315387, 8.683650767",60435
"50.10735922, 8.623954733",60486
"50.11838847, 8.662486467",60323
"50.8046783, 8.759152933",35037
"50.1141266, 8.6862487",60313
"50.11178818, 8.666566433",60329
"50.1119701, 8.6663595",60325
"50.12349947, 8.643134767000001",60487
"50.1236102, 8.678912",60322
"50.1113932, 8.684629800000002",60311
"50.09419158, 8.671183300000001",60596
"50.1045985, 8.688963000000001",60594
"50.10814002, 8.657201167",60327
"50.11060453, 8.656535417",60325
"50.12599923, 8.797961232999999",63075
"50.1057485, 8.6874853",60594
"50.12906638, 8.691583067",60318
"50.11472942, 8.686117117",60313
"50.11608372, 8.661586983",60325
"50.1335326, 8.6718975",60320
"50.0894133, 8.6521811",60528
"50.10654942, 8.6529011",60327
"50.1068611, 8.665488",60329
"50.121862899999996, 8.6156281",60489
"50.1127186, 8.7541456",63067
"50.10192707, 8.664318267",60327
"50.1043156, 8.687072882999999",60594
"50.10761725, 8.665285033",60329
"50.1237287, 8.642154099999999",60487
"50.12318947, 8.68786735",60318
"50.1066581, 8.692572",60594
"50.13035498, 8.645465517",60487
"50.10993007, 8.66936075",60329
"50.09408320000001, 8.6809475",60598
"50.10754793, 8.665407483",60329
"50.12116760000001, 8.6402569",60486
"50.13878943, 8.67428615",60320
"50.10582279999999, 8.6648847",60329
"50.08878795, 8.64627415",60528
"50.128539700000005, 8.674011199999999",60322
"50.1124143, 8.6682376",60329
"50.10764348, 8.665315617000001",60329
"50.116265500000004, 8.640421",60486
"50.11010153, 8.670925867000001",60329
"50.0978768, 8.6603121",60596
"50.1096367, 8.6666901",60329
"50.10197705, 8.641982317",60326
"50.1106843, 8.671756132999999",60329
"50.13187613, 8.691625417000001",60318
"50.10937063, 8.694544333",60314
"50.11180537, 8.681733300000001",60311
"50.0988723, 8.6875726",60598
"50.114954700000006, 8.683005",60313
"50.1126204, 8.755154300000001",63067
"50.10821707, 8.667961367",60329
"50.13032122, 8.645238467",60487
"50.13189618, 8.6828005",60322
"50.10837120000001, 8.628958733",60326
"50.08467225, 8.63272165",60528
"50.14391947, 8.760346882999999",60388
"50.11481107, 8.686758333",60313
"50.10882977, 8.652349167",60327
"50.10963455, 8.668706917",60329
"50.14002177, 8.673808517000001",60320
"50.10812643, 8.6792191",60596
"50.1243296, 8.723608800000001",60386
"50.1091349, 8.690170199999999",60594
"50.09890015, 8.687489267",60598
"50.10116972, 8.680475017000001",60596
"50.11173762, 8.670542617",60329
"50.13018737, 8.645453867",60487
"50.11387308, 8.6597556",60325
"50.11416755, 8.68745865",60313
"50.10766470000001, 8.6657274",60329
"50.1155531, 8.6701368",60325
"50.10971729999999, 8.68768",60311
"50.11437155, 8.70035875",60316
"50.1073375, 8.665116699999999",60329
"50.08642397, 8.641369682999999",60528
"50.13030085, 8.645365433",60487
"50.11053697, 8.674005099999999",60311
"50.105201799999996, 8.6628214",60329
"50.130311, 8.64536205",60487
"50.10071943, 8.6561746",60327
"49.98469663, 8.409201333",65428
"50.12535793, 8.70630385",60385
"50.10351708, 8.6794002",60594
"50.13711443, 8.6675252",60320
"50.10808170000001, 8.6895329",60594
"50.1245326, 8.6860697",60318
"50.0911693, 8.679884300000001",60598
"50.11129015, 8.668288383",60329
"50.11377168, 8.672511132999999",60311
"50.11537005, 8.68958245",60313
"50.10923997, 8.6549739",60327
"50.1245098, 8.6861735",60318
"50.10052727, 8.6816837625",60594
"50.11261808, 8.70423425",60314
"50.10491408, 8.676023783",60596
"50.13989642, 8.646953133",60431
"50.11947397, 8.666129017000001",60323
"50.1120164, 8.6662547",60325
"50.108298299999994, 8.6627048",60329
"50.13258403, 8.691563867000001",60318
"50.12775145, 8.64133025",60487
"51.5220708, -3.2115447999999995",CF
"50.1066476, 8.6780457",60596
"50.127301200000005, 8.697959633",60389
"50.1227941, 8.7070375",60385
"50.109697499999996, 8.656144",60327
"50.1065036, 8.680876267",60594
"50.12250215, 8.702581767",60385
"50.104294200000005, 8.686917999999999",60594
"50.106758899999996, 8.6948031",60594
"50.14039212, 8.661584967000001",60320
"50.10417655, 8.64670965",60327
"50.1150354, 8.688331782999999",60313
"50.10203627, 8.631917133",60326
"50.11632258, 8.68593355",60313
"50.11767983, 8.63129405",60486
"50.13038407, 8.645478917",60487
"50.25298092, 8.635471899999999",61381
"50.121053499999995, 8.6803668",60318
"50.1097073, 8.679604800000002",60311
"50.11401867, 8.781722282999999",63075
"50.11547903, 8.670412017",60325
"50.10936927, 8.683957383",60311
"50.1305841, 8.69148425",60318
"50.1287457, 8.629383267",60488
"50.13264095, 8.68375845",60320
"50.1088665, 8.6658725",60329
"50.131905100000004, 8.682300199999998",60322
"50.12090523, 8.67042515",60323
"50.116245, 8.6631494",60325
"50.12213788, 8.766999767",60386
"50.11025627, 8.654700583",60327
"50.1158303, 8.663943817",60325
"50.10053958, 8.717342083",60599
"50.1156777, 8.669780000000001",60325
"49.9910055, 8.4124119",65428
"50.121261499999996, 8.680223167000001",60318
"50.11671553, 8.679194467",60313
"50.10978970000001, 8.6608718",60325
"50.1065482, 8.701479199999998",60594
"50.1118705, 8.679582",60311
"50.114922799999995, 8.6914921",60313
"50.11366943, 8.676703883",60313
"50.13199507, 8.691797217000001",60318
"50.11121773, 8.664628517",60325
"50.10734147, 8.681998917",60594
"50.13199032, 8.672756617000001",60322
"50.11564908, 8.664647917",60325
"50.11128788, 8.6752992",60311
"50.1123555, 8.7053967",60314
"50.108211299999994, 8.6902144",60594
"50.11352120000001, 8.7077685",60314
"50.096246, 8.671613699999998",60596
"50.12307452, 8.686430267",60318
"50.1106203, 8.683620900000001",60311
"50.13117713, 8.683869900000001",60322
"50.11312965, 8.669012267000001",60325
"50.10935223, 8.537199800000002",65929
"50.13199393, 8.691563517",60318
"50.1079076, 8.6783078",60596
"50.115005700000005, 8.693323333",60313
"50.1088506, 8.6910709",60594
"50.11694883, 8.686119267",60313
"50.11132872, 8.659630300000002",60325
"50.1138557, 8.718733582999999",60314
"50.1074799, 8.6584838",60329
"50.11602620000001, 8.670776367",60322
"50.11109062, 8.660968467",60325
"50.12137807, 8.704519483",60385
"50.12574998, 8.638647667",60487
"50.14043768, 8.679616000000001",60320
"50.1319149, 8.6822356",60322
"50.113868599999996, 8.6720674",60311
"50.1154792, 8.6719616",60322
"50.1084096, 8.7006504",60314
"50.1145383, 8.675011300000001",60313
"50.10797848, 8.650895317",60327
"50.1141136, 8.6836067",60313
"50.1126054, 8.6537554",60325
"50.10852107, 8.662543917",60329
"50.11303327, 8.754492082999999",63067
"50.1127074, 8.6538196",60325
"50.11122005, 8.670632800000002",60329
"50.12461965, 8.699823183",60385
"50.1001287, 8.7198049",60599
"50.07834447, 8.653767717000001",60528
"50.13688463, 8.646300733",60431
"50.1316054, 8.68599115",60318
"50.12917848, 8.693361433",60389
"50.12580322, 8.64598885",60487
"50.10457308, 8.683548583",60594
"50.09426893, 8.671033817",60596
"50.1201528, 8.693148333",60316
"50.1149923, 8.6785856",60313
"50.1098751, 8.656009433",60327
"50.12440818, 8.686500467",60318
"50.13694027, 8.666315183",60320
"50.10071527, 8.654821267",60327
"50.09688657, 8.653808217",60327
"50.12242288, 8.646360032999999",60487
"50.1148539, 8.6734937",60313
"50.11361305, 8.67952015",60313
"50.100613700000004, 8.642127",60326
"50.110145, 8.655667",60327
"50.11111167, 8.63806065",60486
"50.118937700000004, 8.6929766",60316
"50.12905405, 8.693656717",60389
"50.1286469, 8.629307833",60487
"50.11130967, 8.67131735",60329
"50.14317132, 8.683638132999999",60435
"50.10654333, 8.656324632999999",60327
"50.12927858, 8.83677155",63165
"50.10914495, 8.663359417",60329
"50.10957845, 8.654785067",60327
"50.1142326, 8.6624393",60325
"50.0968519, 8.6608838",60596
"50.11654822, 8.65686975",60325
"50.1169733, 8.639201",60486
"50.0865795, 8.643549499999999",60528
"50.1017419, 8.554464",65929
"50.10519847, 8.72169055",60594
"50.11888162, 8.68522925",60313
"50.12766493, 8.624133117000001",60487
"50.06990993, 8.644749982999999",60528
"50.12238015, 8.64632685",60487
"50.1154366, 8.671882199999999",60322
"50.107248799999994, 8.6571897",60327
"50.13676722, 8.64762305",60431
"50.109165999999995, 8.6715195",60329
"50.09958873, 8.6890119",60598
"50.1137148, 8.61863625",60486
"50.1094025, 8.684134132999999",60311
"50.10347647, 8.673044583",60596
"50.1166883, 8.6851906",60313
"50.11897573, 8.692855032999999",60316
"50.1152761, 8.6682427",60325
"50.105381799999996, 8.6965881",60594
"50.13045088, 8.627983983",60488
"50.105277, 8.687658067000001",60594
"50.12819932, 8.690138483",60318
"50.11195492, 8.740967032999999",63067
"50.1068571, 8.6652562",60329
"50.12456622, 8.69945075",60385
"50.1049594, 8.6686662",60329
"50.08061928, 8.653172817",60528
"50.13173288, 8.822803817",63165
"50.1238109, 8.6813739",60318
"50.112572799999995, 8.681426",60311
"50.12613462, 8.696680933",60316
"50.10681697, 8.671859567",60329
"50.1158408, 8.645792767",60486
"50.12622208, 8.6706416",60323
"50.11242623, 8.668089367",60329
"50.12210847, 8.699340917",60316
"50.102934399999995, 8.6798563",60594
"50.11872645, 8.697145417",60316
"50.10170493, 8.631368432999999",60326
"50.12239522, 8.670339033",60323
"50.1193473, 8.6401394",60486
"50.127768100000004, 8.682906117",60318
"50.1015153, 8.6580091",60327
"50.08855768, 8.652792067",60528
"50.11228527, 8.668178817000001",60329
"50.10638522, 8.6925856",60594
"50.11707745, 8.639442617",60486
"50.10907589999999, 8.7652962",60386
"50.1212966, 8.64810665",60487
"50.15086155, 8.670177017",60433
"50.10584938, 8.69417445",60594
"50.1085375, 8.662116467",60329
"50.11227122, 8.6688198",60329
"50.11852265, 8.6351257",60486
"50.1161735, 8.670407783",60306
"50.108450299999994, 8.6817224",60311
"50.118998600000005, 8.6781592",60322
"50.11230703, 8.717951067000001",60314
"50.11371037, 8.676428617000001",60313
"50.1217223, 8.675545032999999",60322
"50.1102303, 8.674439182999999",60311
"50.11423328, 8.644104683",60486
"50.11531947, 8.68483385",60313
"50.1199145, 8.6774337",60322
"50.11241223, 8.68839205",60311
"50.11151768, 8.671523117000001",60311
"50.10412885, 8.646989383",60327
"50.11872823, 8.69732825",60316
"50.123080200000004, 8.687552199999999",60318
"50.109883167213, 8.6821276118836",60311
"50.114733, 8.6739532",60313
"50.09556922, 8.69075715",60598
"50.09890015, 8.687506283",60598
"50.12924775, 8.66592465",60323
"50.11488763, 8.683016983",60313
"50.10113788, 8.634325800000001",60326
"50.11345402, 8.676743282999999",60311
"50.11832483, 8.701911617",60316
"50.1142473, 8.686314583",60313
"50.11674198, 8.676850617000001",60313
"50.114230799999994, 8.6562062",60325
"50.11304322, 8.717345199999999",60314
"50.12369657, 8.647329217000001",60487
"50.11877365, 8.697211900000001",60316
"50.10144725, 8.63361625",60326
"50.10525958, 8.662000417",60329
"50.10548953, 8.71595975",60594
"50.1071855, 8.667900999999999",60329
"50.1116887, 8.6782162",60311
"50.1077621, 8.6659022",60329
"50.12095153, 8.685875232999999",60318
"50.1106664, 8.7116961",60314
"50.127860999999996, 8.6417144",60487
"50.10781593, 8.665697",60329
"50.1147364, 8.6845676",60313
"50.1278406, 8.6009332",60489
"50.1062794, 8.6454829",60327
